Agency,Agency Name,Station Name,Line,Artist First Name,Artist Last Name,Art Title,Art Date,Art Material,Art Description,Art Image Link
NYCT,New York City Transit,116th Street,6,Robert,Blackburn,In Everything There Is A Season,2005,Glass mosaic on platform walls,"Robert Blackburn's dynamic abstract patterns rendered in mosaic suggests the color and movement of the streets above that the artist shapes into beautiful artwork for the subway station.   A master printmaker, Blackburn was a founding member of the Printmaking Workshop in Harlem.  In 2001 MTA Arts for Transit commissioned Blackburn to create a work for the 116th Street  subway station in Harlem.  In failing health, he chose artist Mei-Tei-Sing Smith, a Bearden Fellow at the Printmaking Workshop, to assist him on what would prove to be his last major project.  Once completed, his maquettes were enlarged and manufactured into ceramic and glass mosaics.  Blackburn died in April 2003.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=6&artist=1&station=12
NYCT,New York City Transit,110th Street,6,Manuel,Vega,Sábado en la Ciento Diez (Saturday on 110th Street),1996,Ceramic mosaic on platform walls,"Artist Manuel Vega's childhood memories are revealed in the station's artwork, a series of four mosaics panels.  The panels - {Earth, Air, Fire, and Water} - capture the joyous, colorful atmosphere of {la ciento diez} in images that make the neighborhood come alive.  {Air} illustrates a typical summer-in-the-city diversion: children playing under the spray of a fire hydrant (a {piraguero} shaves a block of ice to make tropical fruit-flavored snow cones of guava, papaya, mango, and tamarindo.)  In {Earth}, a street vendor sells bananas, plantains, papayas, avocados, and coconuts.  {Shangó} - a deity from the Yoruba pantheon - embodies Harlem's West African roots in {Fire}, dancing to the beat of three bata drummers.  In {Water}, an elderly woman represents motherhood as she carries a bouquet of flowers and leads a child by the hand from a neighborhood botánica.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=6&artist=1&station=13
NYCT,New York City Transit,103rd Street,6,Nitza,Tufiño,Neo-Boriken,1990,Ceramic tiles in stairwells to platforms,"Nitza Tufiño's ceramic tile murals grace the stairwell walls at the station.  The work was based upon her  research and interviews with neighborhood residents, many of whom are of Latin American and Caribbean heritage.  The mural designs and imagery were also inspired by the petroglyphs of the Taïno Indians, Puerto Rico's first inhabitants, and by Mayan and Aztec motifs.  The work is meant to be a lively guide through the streets and subways of New York City and captures the energy and rhythms of the surrounding neighborhoods.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=6&artist=1&station=14
NYCT,New York City Transit,96th Street,6,Laura,Bradley,City Suite,1994,"Marble mosaic on platform walls, ceramic signage, railings, cut floor tile","Laura Bradley created her mosaic artwork {City Suite}, as an encompassing series that spoke to the architecture of the station.  Appearing on the walls, floors, and signage, it contains  a terrazzo square that elegantly surrounds a column on the station's mezzanine.  Two large mosaic medallions form the visual centerpiece of the work. Bradley created new name tablets to identify the station that appear to be original and yet they incorporate her medallion design. The {City Suite} mosaics were her inspiration in creating the designs that would be translated into metalwork forms at 96th Street.  Following a project at 23rd Street involving gates, the MTA commissioned new ornamental barriers to be installed system-wide and Bradley's stylized forms  for 96th Street were adopted for use throughout the subway system.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=6&artist=1&station=15
NYCT,New York City Transit,77th Street,6,Robert,Kushner,4 Seasons Seasoned,2004,Glass mosaic on mezzanine walls above stairs,"For his mosaics, Robert Kushner created bouquets of flowers - from every season - that reflect such influences as Dutch flower paintings and Japanese screens.  Most neighborhoods have flower shops, but they are abundant on the Upper East Side, and have associations with many of the city's finest hospitals, parks, and museums located there.  A painter, sculptor and printmaker, Kushner has always been fascinated by organic motifs.  A key figure of the Pattern and Decoration movement, he continues to feature vegetal motifs in his works, often along with geometric patterns and architectural shapes.  At 77th Street he gives the community a blazing bouquet to brighten the day (and night).",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=6&artist=1&station=17
NYCT,New York City Transit,Kings Highway,"B,Q",Rhoda,Andors,Kings Highway Hieroglyphs,1987,Porcelain enamel at station entrances,"The artwork consists of brightly painted porcelain enamel panels that use symbols and figures to create a contemporary version of Egyptian hieroglyphs.  Against a blue background, large figures walk forward framed by symbols that represent subway visits and the nearby beach.  In the artist's words, If public art is elegantly and permanently crafted, it will delight audiences of the present and the future, in the way the wall paintings of ancient civilizations delight us today...",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=B&artist=1&station=13
NYCT,New York City Transit,51st Street/Lexington Avenue-53rd Street,"6,E,V",Nina,Yankowitz,Tunnel Vision,1988,Ceramic tile in lower pass,"{Tunnel Vision} consists of handmade tiles that line the 51st Street and Lexington Avenue subway underpass.   The 1,000 square-foot ceramic tile installation contains a series of wide cracks that appear as deep indentations in the form of lightning bolts ripping through the site and exposing bright blue marbleized water tiles.  Revealed within are seascapes that offer a view to another realm.  A ceramic relief architectural frieze of the New York City skyline in red, black, and white wraps around the top portion of the walls, and column-like forms appear as pillars supporting the ceiling.  The passage is made to feel more expansive as the view Yankowitz provides adds dimension, detail, and interest.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=6&artist=1&station=19
NYCT,New York City Transit,33rd Street,6,James,Garvey,Lariat Seat Loops,1997,Bronze seat rests attached to platform columns,"The 14 sculptural {Lariat Seat Loops} encircle structural columns at the 33rd Street subway station in a variety of shapely configurations.  In each, says artist James Garvey, the thick bronze bar ... resembles the lasso demonstration in a Will Rogers film clip.  Useful and decorative, some loops serve as handholds and others as seat rests.  Each bar swells where it touches the surface and is attached to the column with custom-forged bolts. *The {Loops} were handmade and individually crafted in Garvey's forge in Harlem.  Describing the work, he said, I look at the lariat loops almost as earrings, as ornaments that adorn the architecture and add a little flair to the space.  My aim is to put inspiration into routine treks and refresh people caught up in mundane thoughts.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=6&artist=1&station=22
NYCT,New York City Transit,23rd Street,6,Valerie,Jaudon,Long Division,1988,Painted steel railings on downtown platform,"Valerie Jaudon's {Long Division} at Lexington Avenue and 23rd Street serves as a functional security device and a welcoming entry.  The 60-foot-long steel fence is an intricate pattern of crisscrossing arches and vertical lines that was designed by the artist to work as panels that form a unified set of connecting arch patterns.  The idea was to make a fence that functions as combination of wall, door, window, and column that allows you to see the entire station, Jaudon says of her work.  Based on the success of Jaudon's ornamental work at 23rd Street, the MTA determined that similar artist-designed railings should be incorporated system-wide.  {(See 96th Street.)}",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=6&artist=1&station=23
NYCT,New York City Transit,Astor Place,6,Milton,Glaser,Untitled,1986,Porcelain enamel on platform walls,"Milton Glaser, widely known as a pioneering graphic designer (including the I :3: New York logo) and print maker, created artwork for the Astor Place station that complements the existing historic fabric while making a bold and modern statement.  The station holds excellent examples of terra cotta and mosaics, particularly the Grueby Facience Company's plaques that depict beavers, a source of the Astor family wealth from fur trading. *Glaser described his approach as, basically a variation on the existing forms.  By extracting fragments of the motifs on the tile panels, enlarging their scale, and placing these pieces in a random pattern, they take on the appearance of a puzzle.  The result is a series of porcelain enamel panels in geometric patterns and color that echo the historic elements but present them in an entirely new way.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=6&artist=1&station=25
NYCT,New York City Transit,Westchester Square-East Tremont Avenue,6,Romare,Bearden,"Untitled ( City of Light ) (Proposal created by artist, 1982)",1993,Faceted glass triptych over stairway,"The hundreds of brilliant facets of Romare Bearden's glass triptych pulsate with energy, connected by the black thread of a subway train wending past tenements and skyscrapers.  The work began as a collage maquette; this was then transformed into a glowing artwork in jewel-like colored glass.  The three-paneled work is installed on the wall at the stairway landing. *Bearden was an accomplished artist and {City of Light} skillfully weaves together the spirit found in his beloved music, social concerns, and interest in trains.  The work was the result of a collaboration between Bearden and the fabricators, Benoit Gilsoul and Helmut Schardt.  Following the artist's death in 1988, they were able to complete the work from the preparatory studies and instructions he had left behind.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=6&artist=1&station=3
NYCT,New York City Transit,Woodside-61st Street,7,John,Cavanagh,Commuting/Community,1986,Porcelain enamel on mezzanine walls,"{Commuting/Community} reflects John Cavanagh's impressions of Woodside, a Queens neighborhood where railroad and subway lines intersect.  The two photo-montage murals are related to one another in revealing the daily life of Woodside's residents.  Both murals spell out Woodside using letters based on neighborhood sites. The murals reflect the contrasts present in this city neighborhood, from the rushing train overhead to the pleasant street life below.  In another scene, the artist juxtaposes children playing in the park with adults commuting into the city.  The portrayal of the community is offered to Woodside, in Cavanagh's words, to provoke, stimulate, console, strengthen, and enjoy.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=7&artist=1&station=3
NYCT,New York City Transit,46 Street-Bliss Street,7,Yumi,Heo,Q is for Queens,1999,Faceted glass on mezzanines and platforms,"When the 7 train emerges from the underground to become elevated as its travels through Queens, it passes through a succession of stations in one of the most ethnically diverse areas of the city.  The renovation of this line included a major work of art that pays homage to the borough of Queens and its diversity.  Artist Yumi Heo designed 30 faceted-glass panels for the stations' mezzanines and platforms.  Collectively titled {Q is for Queens}, the panels use each letter of the alphabet (e.g. A is for Aqueduct racetrack ... Z is for Zoo) to highlight neighborhood places and events, in a narrative that brings the richness of Queens to life, filtered through the artist's sensibility. 46th Street-Bliss Street includes the letters 0 through Z and two Queens murals. {(See 40thStreet-Lowery Street and 33rd Street-Rawson Street.)}",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=7&artist=1&station=4
NYCT,New York City Transit,40 Street-Lowery Street,7,Yumi,Heo,Q is for Queens,1999,Faceted glass on mezzanines and platforms,"When the 7 train emerges from the underground to become elevated as its travels through Queens, it passes through a succession of stations in one of the most ethnically diverse areas of the city.  The renovation of this line included a major work of art that pays homage to the borough of Queens and its diversity.   Artist Yumi Heo designed 30 faceted-glass panels for the stations' mezzanines and platforms.  Collectively titled {Q is for Queens}, the panels use each letter of the alphabet (e.g. A is for Aqueduct racetrack ... Z is for Zoo) to highlight neighborhood places and events, in a narrative that brings the richness of Queens to life, filtered through the artist's sensibility. 40th Street-Lowery Street includes the letters I through N. {(See 46th Street-Bliss Street and 33rd Street-Rawson Street.)}",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=7&artist=1&station=5
NYCT,New York City Transit,33 Street-Rawson Street,7,Yumi,Heo,Q is for Queens,1999,Faceted glass on mezzanines and platforms,"When the 7 train emerges from the underground to become elevated as its travels through Queens, it passes through a succession of stations in one of the most ethnically diverse areas of the city.  The renovation of this line included a major work of art that pays homage to the borough of Queens and its diversity.   Artist Yumi Heo designed 30 faceted-glass panels for the stations' mezzanines and platforms.  Collectively titled {Q is for Queens}, the panels use each letter of the alphabet (e.g. A is for Aqueduct racetrack ... Z is for Zoo) to highlight neighborhood places and events, in a narrative that brings the richness of Queens to life, filtered through the artist's sensibility. 33rd Street-Rawson Street includes the letters A through H and two other murals, including one of a Redbird subway car.  {(See 46th Street-Bliss Street and 40th Street-Lowery Street.)}",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=7&artist=1&station=6
NYCT,New York City Transit,Queensboro Plaza,"7,N,W",Sidney,Cash,Columns,2000,Silkscreened glass panels on track wall,"In describing his work and intent in creating the silkscreened glass panels, Sidney Cash says,  As  viewers walks along the platform, they are able to watch the panels' imagery transform as patterns appear and disappear in response to their movement ...The patterns on the panels have been designed to relate to the style of embellishment of Arts and Crafts-influenced architecture.  As parts of the building are enhanced by diamond-shaped tiles, so are the patterns on the optical panels based upon the diamond shape. The vibrancy of movement and the patterns in the panels create a visual dialogue between the Arts and Crafts style, the motion of the trains, and the high-tech world of today....  For the people who take the time to look, this installation becomes a moving exhibition.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=7&artist=1&station=7
NYCT,New York City Transit,Woodside-61st Street,7,Dimitri,Gerakaris,Woodside Continuum,1999,Hand-forged steel and stainless steel railings in control area,"{Woodside Continuum} deals with the history of Woodside as a neighborhood, and its relationship to the railroad in particular.  The challenge and opportunity of the Woodside station is in its relationship to the past and to the future, Gerakaris explains.  In designing art for it, I wanted to create a continuum to link generations  - starting centuries ago with wilderness, farms, country lanes, and abundant woods, to today.  People rushing by may become aware of this now vanished town and, upon reflection, realize that they are the link to the future ... I wanted {Woodside Continuum} to present history accurately but in an engaging way.  My aim was to encourage people to think about the continuity and to see the ways Woodside has changed and is changing - and the powerful role transportation has played in that process.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=7&artist=2&station=3
NYCT,New York City Transit,Inwood-207th Street,A,Sheila Levrant,de Bretteville,At the Start... At Long Last,1999,"Mirror mosaic text, silkscreened tiles, etched railings, and terrazzo pavers on the mezzanine","Sheila Levrant de Bretteville focuses on the origins and history of the multinational community in and around Inwood.  Within the station, a terrazzo paver marks the spot of the northern-most point of the A line, and metallic silver Murano mosaics compose the large letters that signal you are at a place of arrival and departure.   White-glazed ceramic tiles comment on the experience of recent immigrants to New York and on the elevator wall are figures from various present-day Latino civilizations.  Finally, there is a motif of flute-playing figures in terrazzo pavers on the mezzanine that comment on the role of music in the community.  Musical history resonates here, she says, it is the soul of this community.  She highlights this by etching lyrics from Take the A Train on the stainless steel railing of the mezzanine stairwell.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=A&artist=1&station=1
NYCT,New York City Transit,Jay Street-Borough Hall,"A,C,F",Ben,Snead,Departures and Arrivals,2009,Glass Mosaic and Ceramic Tile on South Mezzanine wall,"The intricate play of nature is the theme of Ben Snead's mosaic and tile artwork, which fills the south mezzanine with bold color and intricate patterns along a specially designed 103 foot-long curved wall. The work exhibits the artist's interest in natural species and ways of arranging them in systems and patterns that highlight the connections and relationships between dissimilar species. *The artwork - created in glass mosaic based on Snead's original paintings - features species that have migrated to Brooklyn as well as one species that is departing.  He arranges the species in layers that can be seen from left to right: European starling (originally from England), a house sparrow (Europe), Red Lion fish (Indian Ocean), Monk parrot (South America) and Koi (Japan).  The Tiger Beetle is represented on a tile background; a local species that is in decline. The result is a bold and graphic set of images that intrigue and delight passersby during their own departures and arrivals.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=A&artist=1&station=12
NYCT,New York City Transit,Queens Plaza,"E,G,V,R",Ellen,Harvey,"Look Up, Not Down",2005,Glass mosaics on mezzanine walls,"In {Look Up, Not Down}, Ellen Harvey asks riders to pretend that they are gazing skyward at the view  that exists above the station.  Her series of mosaic murals depict the sky on a sunny day, with the skyline forming a thin frame at the bottom of each mosaic, and represents the actual cityscape at the time it was created.  The work guides travelers to the surrounding streets at this busy transportation hub.  The piece celebrates the romance of the skyline as seen from Queens, imagined as the center of the city.  At a time when the New York City skyline may be associated with loss, {Look Up, Not Down} shows the skyline as an image of hope and beauty.  The sun marks the former location of the World Trade Center.  In years to come, as the city continues to reinvent itself, the mosaics will serve as a view of a past moment in time.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=E&artist=1&station=3
NYCT,New York City Transit,Utica Avenue,"A,C",Jimmy James,Greene,Children's Cathedral,1996,Ceramic mosaic and iron grillwork in passageways leading to platforms,"Dominating one of Jimmy James Greene's huge mosaic panels in the Utica Avenue station is a plump yellow angel on rollerblades.  Perhaps more than any image in the ten panels that compose {Children's Cathedral}, this demonstrates the artist's intentions:  to reflect the desires, dreams and memories of the community's children in their own drawings.  At first, he says, I talked with the kids about how they play, learn, pray, and celebrate.  Then they drew.  What emerged were images of the neighborhood: shops, a woman pushing a baby carriage, a teacher in class, plants, flowers, and, most of all, children in action: singing in choir, jumping rope, reading, riding bikes.  The artist took hundreds of the children's images and arranged them into eight groupings, adding color to the pencil drawings.  They were the soloists, he says, I was the orchestra leader.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=A&artist=1&station=13
NYCT,New York City Transit,Broadway Junction,"A,C,J,L,Z",Al,Loving,"Brooklyn, New Morning",2001,Faceted glass throughout complex; glass mosaic on upper mezzanine wall,"{Brooklyn, New Morning} is an expansive work that consists of 75 unique glass panels, arranged into a series of panels throughout the complex and also features a seven-by-ten-foot glass mosaic mural wall. *Al Loving said the work has a ""spirit of interdependence and interconnection as an important aspect of the American experience,"" reflecting that this large station serves as a crossroads.  Working with natural light, he achieves a lively and engaging atmosphere, and the colored light and flowing forms create a sense of optimism and well-being.  Loving enjoyed a long career, earning critical attention for his exploration of form and the properties of bright and bold colors.   The dynamic energy that infuses his work, shines through in {Brooklyn, New Morning}, this time in glass and glass mosaic. Loving died in 2005.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=A&artist=1&station=14
NYCT,New York City Transit,59th Street-Columbus Circle,"A, B, C, D, 1",Sol,LeWitt,Whirls and twirls (MTA),2009,"Ceramic tile on mezzanine wall between the 1 and A, B, C, D","A monumental and vibrant porcelain tile wall drawing by Sol LeWitt has been installed at 59th Street-Columbus Circle. The artist created the proposal in 2004 and, working with Dattner Architects, selected the site in an expansive wall facing a double-wide stairway and landing that leads from the mezzanine to the platforms of the A, C, B, D and 1 trains. Titled {Whirls and twirls (MTA)}, the artwork is 53 feet wide and by 11 feet high and consists of 250 porcelain tiles in six colors, each cut to meet the artist's specifications. The artist created the drawing/maquette for the project, reviewed and selected materials, and approved color samples prior to his death in 2007. *The artist is known for his sculptures and his wall drawings, in which detailed directions are provided for the execution of the artwork in paint or pencil. The site-specific piece - unique because it is a permanent public installation of a wall drawing - is a bravura work of precision, with swooping curves and vertical and horizontal bars in vibrant color that completely fills the space. The tile was cut to the exact dimensions of the drawing to ensure that the scale of the work and the color sequences are as the artist intended. *Sol LeWitt (1928-2007) is a celebrated artist who has had hundreds of solo exhibitions in museums and galleries worldwide since 1965. His work includes more than 1,100 wall drawings, photographs, hundreds of works on paper, and geometry-based sculptures. An exhibition at Mass MOCA in North Adams, Massachusetts, features 105 wall drawings in a specially designed museum space and will be on view through 2033.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=A&artist=1&station=2
NYCT,New York City Transit,Rockaway Park-Beach 116th Street,"A,S",K K,Kozik,First on the Beach and Wednesday Night Fireworks,2008,Laminated glass in the station building interior windows,"Laminated glass artwork on the two interior clerestory windows evoke night and day in Rockaway Park. One window shows a timeless interlude on the beach, complete with unfurling towels as beachgoers stake out space on a bright sunny day. On the opposite wall, a night sky over the beach and ocean is transformed with bursts of fireworks, as rapt families and neighbors gather to watch the Wednesday night summer tradition unfold.*Artist K K Kozik created the originals in pastel and her drawings were transformed into the glass panels that capture the detail and expressive palette of her summer day and night. The building is the terminal station for the A and S in Rockaway Park and serves as a focal point for the tight-knit community.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=A&artist=1&station=27
NYCT,New York City Transit,42nd Street-Port Authority Bus Terminal,"A,C,E",Lisa,Dinhofer,Losing my Marbles,2003,Glass mosaics on mezzanine walls,"Lisa Dinhofer uses representations of toy marbles to challenge our imaginations by playing with illusions that alter physical perceptions.  Her work spans a 32-foot-long wall and two adjacent side walls.  Created in glass mosaic, the main artwork consists of a gold-colored trompe l'oeil frame surrounding a black and white tiled floor that serves as the backdrop for the marbles, which seem to roll toward the viewer. On the side walls, free-floating marbles seem to breaking free in space.  Dinhofer comments, Every object I paint actually exists; I work from life.  The space I create is believable - but not real.  Because I design my own space, I call myself an 'illusionist' painter rather than a 'realist'.  The space in my work is invented.  It's flattened - like the space we see on a television or a computer screen.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=A&artist=1&station=3
NYCT,New York City Transit,34th Street-Penn Station,"A,C,E",Eric,Fischl,The Garden of Circus Delights,2001,Glass mosaic throughout station,"{The Garden of Circus Delights} is the artist's homage to the circus, which makes annual visits to Madison Square Garden, located above the station, and also connected to the Long Island Rail Road.  Eric Fischl's work is narrative and this work follows in this tradition.  A series of murals takes commuters from the familiar to the bizarre circus world.  I thought it would be amusing, Fischl says, to do a contemporary Dante's Inferno, to turn commuting into a spiritual quest.  The murals portray fire-breathers, acrobats, and animals; gradually one realizes that a commuter has left home and been pulled into the circus, where he meets incredible circus characters and then, on the other side of the tent, he emerges in the white light and harmony, a commuter again, but transported and transformed.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=A&artist=1&station=6
NYCT,New York City Transit,14th Street/Eighth Avenue,"A,C,E,L",Tom,Otterness,Life Underground,2001,"Bronze sculpture on railings, beams, and columns throughout station","The scores of figures created by Tom Otterness to {Life Underground} invigorate and transform the transit environment into a place of joy and whimsy.  *His small-scale sculptures invoke the subway and lore of the city and include an alligator rising out of a sewer to devour a man, workers carrying oversize versions of the tools used to build the subways, and people sneaking under fences to watch the construction or sweep up piles of pennies.  There are also colossal feet and a totem-like sculpture whose human features are formed into the shape of a telephone.  *Otterness placed his creations in unexpected places-beneath stairs and pillars, hanging from the ceiling, and on benches and railings-to surprise and delight riders as they come upon these humorous and captivating inhabitants.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=A&artist=1&station=7
NYCT,New York City Transit,Canal Street,"A,C,E",Walter,Martin and Paloma Muñoz,A Gathering,2001,"Bronze sculptures on token booth, railings, and beams throughout mezzanine","Walter Martin and Paloma Muñoz have turned the Canal Street Station into a subterranean aviary.  There are dozens of birds - 174 grackles and blackbirds, in a number of different poses, and seven crows, all cast in bronze and given a glossy black patina.  They are seen roosting on railings and perched in groups, like people waiting for the train, watching, lost in thought, or chatting.  Birds, the artists note, are very social creatures - just like New Yorkers, and riders may find echoes of themselves and other subway riders in their lively expressions.  Canal Street is a busy commercial thoroughfare, devoid of nature.  {A Gathering} compensates for this by enlivening the space and providing respite from the dense traffic and bustling commercialism above.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=A&artist=1&station=8
NYCT,New York City Transit,Chambers Street/Park Place,"A,C,E,2,3",Andrew,Ginzel & Kristin Jones,Oculus,1998,Stone mosaic on walls throughout station complex; stone and glass floor mosaic at Park Place entrance,"{Oculus} is located in passageways under the World Trade Center and was largely untouched by the events of 9/1l.  {Oculus} will also be visible at the Cortlandt Street Station after construction is completed.  Jones and Ginzel's work consists of over 300 unique mosaic renderings that use the oculus - the eye - as the central symbol.  In their words, Oculus was created to personalize and integrate the stations.  Eyes are both subtle and strong - they engage passing individuals, allowing for meditation or inviting dialogue.  The eyes are from the artists' photographs taken in New York , which were selected for the diversity of the  subjects' eyes.  An enormous central eye set in the floor, grounds the composition and serves as the centerpiece of a map of the world which radiates outward.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=A&artist=1&station=9
NYCT,New York City Transit,Tremont Avenue,"B,D",Frank Leslie,Hampton,Uptown New York,2000,"Glass, stone, and marble mosaic wall on mezzanine","{Uptown New York}, a colorful, airy celebration of apartment life in the Bronx, is the centerpiece of the Tremont Avenue subway station's renovation.  Drawn from his childhood memory, artist Frank Hampton created a tableau taken from the viewpoint of an actual rooftop location.  The viewer, looking through a building, sees the neighbors' furniture, the continuing view of nearby rooftops, other apartment buildings, and beyond to the skyscrapers of Manhattan.  I grew up in the Bronx gazing out of apartment windows that look out onto fire escapes, store signs, laundry, and buildings upon buildings, said Hampton.  These have always seemed like mosaics to me, colorful, interacting, and in constant motion.  Windows played the role of a yard I didn't have.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=B&artist=1&station=1
NYCT,New York City Transit,Atlantic Avenue-Pacific Street,"B,D,M,N,Q,R,2,3,4,5",George,Trakas,"Hook (Archean Reach), Line (Sea House), and Sinker (Mined Swell)",2004,Porcelain enamel frieze on mezzanine walls,"The array of subway and rail lines at the Atlantic Avenue-Pacific Street and LIRR's Terminal presented a perfect opportunity for an architect/artist collaboration to unify passages and stairways, creating a coherent and efficient space.  George Trakas  uses forms and materials that underscore the structure and beauty of the cavernous space. *Trakas selected the stone pavers and bollards for the plaza area.  The architects designed a skylight for the historic station kiosk and Trakas added a small peephole equipped with a lens that provides a view from the street to the light-filled space below.  The viewer spies a boat-shaped gantry of stainless steel and mesh beneath the skylight.  A granite wave runs along the walls and crests at the point where the two stations, Atlantic Avenue and Pacific Street, meet - linking the passageways.  Referencing the names {Atlantic} and {Pacific}, the overarching concept is a place of landing and departure - functions shared by train stations and seaports.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=B&artist=1&station=10
NYCT,New York City Transit,Prospect Park,"B,Q,S",Susan,Tunick,Brighton Clay Re-Leaf Nos. 1-4,1994,Ceramic mosaic on mezzanine,"For both the Prospect Park and Parkside Avenue stations, Susan Tunick created intricate, multicolored ceramic mosaic murals and borders.  These 1919 stations, with station booths and turnstiles located in above-ground headhouses, feature wall tiles and decorative borders influenced by the Arts and Crafts movement.  Tunick's art celebrates the vintage ceramic ornamentation of the station and is inspired by her fascination with terra cotta and her childhood memories of nearby Prospect Park and the Brooklyn Botanic Garden.  Tunick says her works for the sites, collectively titled {Brighton Clay Re-Leaf, Nos.1-4}, balance her respect for the stations' ceramic history, her recollection of the colors and shapes of the foliage in the park and garden, and her desire to add eye-catching modern design, which is achieved in her use of bold color, pattern, and texture in the tiles.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=B&artist=1&station=11
NYCT,New York City Transit,Newkirk Avenue,"B,Q",David,Wilson,Transit Skylight,1988,Zinc-glazed polycarbonate skylight,"David Wilson's skylight fills the waiting area of this Brooklyn subway station with bright, clear light.  The panels are framed in blue and the pattern in the panes consists of black lines and solid panels in geometric form, that echoes the aesthetics of the Arts and Crafts movement and leaded glass work from that era, but with a more contemporary interpretation.  In Wilson's words, I had been interested in the use of plastics and the possibility of leadlines that are not feasible in glass - thus the diagonal cuts going to nowhere in the piece (i.e. stopping in the middle of a color).  The project is a kind of architectural statement - a skylight set into a difficult environment (a steel I-beam divides the triangular window into two halves so that it is hard to read as a whole).",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=B&artist=1&station=12
NYCT,New York City Transit,Sheepshead Bay,"B,Q",DeBorah,Goletz,Postcards from Sheepshead Bay,1998,Ceramic on façade; ceramic and banding on interior station walls,"At the turn of the twentieth century Sheepshead Bay was a popular tourist destination.  Historic sites and views from its past are portrayed in {Postcards from Sheepshead Bay}.  The large mural outdoors is an oversized replica of a vintage postcard that nostalgically shows a couple fishing, a jockey on horseback, and a summer home - as well as a sheepshead, the fish for which the village was named. DeBorah Goletz fancifully cut out the couples' faces, allowing people to stick their heads through for souvenir photos, just like the old boardwalk props, she says.  Inside, another mural of turn-of-the-century people, and two smaller ones, capture quiet moments on the bay.  Goletz created intricately patterned tiles with color gradations from green to blue and back to green.  The results are rhythmic patterns that make one feel the water itself.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=B&artist=1&station=14
NYCT,New York City Transit,Brighton Beach,"B,Q",Dan,George,Mermade/Dionysus and the Pirates,1999,Aluminum sculptures on elevated platform,"Brighton Beach, near Coney Island, was once one of New York City's prime seaside entertainment and recreation areas.  The sea is ancient, rich, and mysterious, says Dan George.  I wanted {Dionysus} to intrigue people and to remind them of the sea's mythic history and thereby spark the creation of their own dreams and fantasies.  Dolphins - six pairs and a singleton - are used by the artist to depict the metamorphosis from human to animal.  These have a light and supple appearance, belying the materials from which they are made - sturdy, solid and durable aluminum plate and the way that natural light reflects off the water plays on the satiny polished finish and planes of the sculptures giving it buoyancy.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=B&artist=1&station=15
