Accession,Artwork Title,Artist_Lastname,Artist_FirstName,Medium,Artwork Year,Dimension,BLDGID,School Name,Borough
"20,038",HOMAGE TO HALE WOODRUFF,MANZO,HELENE,"MOSAIC, MARBLE",01/01/1997 12:00:00 AM,,K224,P.S. 224 - BROOKLYN,BROOKLYN
"20,037",ANIMALS ALL AROUND,MANZO,HELENE,CERAMIC,01/01/1997 12:00:00 AM,,K224,P.S. 224 - BROOKLYN,BROOKLYN
"20,035",WE ARE THE FUTURE,RATH,ED,CERAMIC,01/01/1999 12:00:00 AM,,K007,P.S. 7 - BROOKLYN,BROOKLYN
"21,628",A WORLD OF SHAPES;  THE LOVE BOAT,BOWENS,KABUYA,CERAMIC,01/01/1995 12:00:00 AM,,X826,P.S. 226 MINISCHOOL - BRONX,BRONX
"31,143",POE'S COTTAGE,SARKA,CHARLES,WATERCOLOR,01/01/1937 12:00:00 AM,,X046,P.S. 46 - BRONX,BRONX
"31,211",SUMMER TIME,PALEOLOGUE,JEAN,OIL ON CANVAS,01/01/1937 12:00:00 AM,"28 1/2"" X 34 1/2""",K430,BROOKLYN TECH HS - K,BROOKLYN
"20,034",UNKNOWN,ANONYMOUS,,STAINED GLASS,01/01/1900 12:00:00 AM,,M042,P.S. 42 - MANHATTAN,MANHATTAN
"31,085",MR. SPRAGUE'S PORTRAIT,ANONYMOUS,,OIL ON CANVAS,01/01/1940 12:00:00 AM,"32"" X 27""",K425,JAMES MADISON HS - K,BROOKLYN
"21,630",CHILDREN'S ABC,MARTORELL,ANTONIO,"WOODCUT, COLOR",,"26"" X 20""",M048,P.S. 48 - MANHATTAN,MANHATTAN
"71,221",GRIZZLY BEAR,AUDUBON,JOHN,"LITHOGRAPH, COLOR",01/01/1848 12:00:00 AM,,M834,HS FOR ENVIRONMENTAL STUDIES - M,MANHATTAN
"11,031",WASHINGTON IRVING,BEER,FRIEDRECK,"BRONZE, CAST",01/01/1885 12:00:00 AM,,M460,WASHINGTON IRVING HS - MANHATTAN,MANHATTAN
"60,014",TRACES,FEKNER,JOHN,ALUMINUM,01/01/1999 12:00:00 AM,,X430,WALTON HS - X,BRONX
"60,014",TRACES,FEKNER,JOHN,MAGNESIUM PLATE,01/01/1999 12:00:00 AM,,X430,WALTON HS - X,BRONX
"21,597",MELODY IN 1'S AND 0'S,FEKNER,JOHN,GLASS,01/01/1999 12:00:00 AM,"EACH 105"" X 42""",X430,WALTON HS - X,BRONX
"21,597",MELODY IN 1'S AND 0'S,FEKNER,JOHN,DIGITAL PRINT,01/01/1999 12:00:00 AM,"EACH 105"" X 42""",X430,WALTON HS - X,BRONX
"11,033",AMITY,CALLERY,MARY,BRONZE,,,K115,P.S. 115 - BROOKLYN,BROOKLYN
"60,017",ABSTRACTIONS I.S. 254,WEXLER,ELLEN AND ALLAN,TERRAZZO,01/01/1999 12:00:00 AM,,X254,I.S. 254 - BRONX,BRONX
"60,017",ABSTRACTIONS I.S. 254,WEXLER,ELLEN AND ALLAN,WOOD,01/01/1999 12:00:00 AM,,X254,I.S. 254 - BRONX,BRONX
"60,017",ABSTRACTIONS I.S. 254,WEXLER,ELLEN AND ALLAN,BRASS,01/01/1999 12:00:00 AM,,X254,I.S. 254 - BRONX,BRONX
"60,017",ABSTRACTIONS I.S. 254,WEXLER,ELLEN AND ALLAN,BRICK,01/01/1999 12:00:00 AM,,X254,I.S. 254 - BRONX,BRONX
"60,017",ABSTRACTIONS I.S. 254,WEXLER,ELLEN AND ALLAN,METAL,01/01/1999 12:00:00 AM,,X254,I.S. 254 - BRONX,BRONX
"60,018",THRESHOLDS,SKY,ALISON,GLASS,01/01/1999 12:00:00 AM,,X083,P.S. 83 - BRONX,BRONX
"60,018",THRESHOLDS,SKY,ALISON,PAPER,01/01/1999 12:00:00 AM,,X083,P.S. 83 - BRONX,BRONX
"60,018",THRESHOLDS,SKY,ALISON,"STEEL, PAINTED",01/01/1999 12:00:00 AM,,X083,P.S. 83 - BRONX,BRONX
"20,029",JUMP ROPE,RATH,ED,BRICK,01/01/1999 12:00:00 AM,,K007,P.S. 7 - BROOKLYN,BROOKLYN
"11,598","""WORKER""",ANONYMOUS,,PLASTER,01/01/1937 12:00:00 AM,,K705,MIDWOOD HS ADDITION - BROOKLYN,BROOKLYN
"11,600","""WOMAN WITH DEER""",ANONYMOUS,,PLASTER,,,K705,MIDWOOD HS ADDITION - BROOKLYN,BROOKLYN
"21,084",CULTURAL DEVELOPMENT OF ART IN CIVILIZATION,NORMAN,GEOFFREY,OIL ON CANVAS,01/01/1936 12:00:00 AM,,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,MANHATTAN
"21,084",CULTURAL DEVELOPMENT OF ART IN CIVILIZATION,NORMAN,GEOFFREY,FRESCO SECCO,01/01/1936 12:00:00 AM,,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,MANHATTAN
"20,028",UNTITLED,ANONYMOUS,,STAINED GLASS,01/01/1907 12:00:00 AM,,Q085,P.S. 85 - QUEENS,QUEENS
"21,088",UNTITLED,HOFMANN,HANS,"MOSAIC, GLASS",01/01/1958 12:00:00 AM,,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,MANHATTAN
"71,114","MODEL FOR ""WE SHALL OVERCOME""",GOURFAIN,PETER,LINOLEUM CUT,01/01/1997 12:00:00 AM,"75"" X 50""",K006,P.S. 6 - BROOKLYN,BROOKLYN
"21,626",HAPPY DAYS,KANG,IK-JOONG,CERAMIC,01/01/1996 12:00:00 AM,,Q722,P.S. 721 (OTC) - QUEENS,QUEENS
"11,038",T. ROOSEVELT,MISERENDINO,V,"BRONZE, CAST",01/01/1920 12:00:00 AM,,X435,THEODORE ROOSEVELT HS - X,BRONX
"21,620",ONCE UPON A TIME,LEE,BING,CERAMIC,01/01/1996 12:00:00 AM,,Q088,P.S. 88 - QUEENS,QUEENS
"71,225",FOREST,TRIMBACH,,SILKSCREEN,01/01/1937 12:00:00 AM,"26 1/2"" X 21 1/2""",K216,P.S. 216 - BROOKLYN,BROOKLYN
"71,227",MANHATTAN BRIDGE,LOZOWICK,LOUIS,LITHOGRAPH,01/01/1934 12:00:00 AM,"1'-8 1/2"" X 1'-3 3/4""",K430,BROOKLYN TECH HS - K,BROOKLYN
"20,025",INSIDE - OUT,FORD,WALTON,ACRYLIC ON CANVAS,01/01/1999 12:00:00 AM,"160"" X 225""",X650,JANE ADDAMS HS - X,BRONX
"20,026",INSIDE -OUT (RIGHT),FORD,WALTON,ACRYLIC ON CANVAS,,"160"" X 225""",X650,JANE ADDAMS HS - X,BRONX
"71,237",FARM YARD,ANDERSON,CARLOS,LITHOGRAPH,01/01/1940 12:00:00 AM,"18"" X 21""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,238",THIRTY MILES UPSTATE,ANDERSON,CARLOS,LITHOGRAPH,,"12"" X 9.5""",X445,BRONX HS OF SCIENCE - X,BRONX
"71,239",DISTRIBUTION OF LAND,ARENAL,LUIS,WOODCUT,01/01/1937 12:00:00 AM,"18' X 21""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,240",FRIDAY ON ORCHARD STREET,BRESLOW,LOUIS,"WOODCUT, COLOR",01/01/1940 12:00:00 AM,"14"" X 12""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,242",ST PAUL'S CATHEDRAL ( THE CHANCEL),BREWER,J.,"ETCHING, COLOR",01/01/1920 12:00:00 AM,"38 1/4"" X 27 1/2""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,243",A STREET IN SEVILLE,BREWER,HENRY,"ETCHING, COLOR",01/01/1920 12:00:00 AM,"38 1/4"" X 28 1/2""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,245",OUR GOOD EARTH,CURRY,JOHN,LITHOGRAPH,01/01/1942 12:00:00 AM,"21"" X 18""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,247",ROOF TOPS,DOI,ISAMI,WOODCUT,01/01/1940 12:00:00 AM,"15"" X 18""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,247",ROOF TOPS,DOI,ISAMI,LINOLEUM CUT,01/01/1940 12:00:00 AM,"15"" X 18""",K490,FORT HAMILTON HS - K,BROOKLYN
"31,084",BLUE SPRUCE (NAVAJO),PERILLO,GREGORY,OIL ON CANVAS,01/01/1982 12:00:00 AM,"48"" X 68""",R035,P.S. 35 - STATEN ISLAND,STATEN ISLAND
"71,248",UNDER THE BRIDGE,FAYE,HAROLD,LITHOGRAPH,,"25"" X 20""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,249",BACKYARDS,FRIEDLAND,JACOB,LITHOGRAPH,,"15"" X 18""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,250",JOHNNY AT THE BAT,HELFOND,RIVA,"LITHOGRAPH, COLOR",,"25"" X 20""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,252",LAKE YAMANAKA,HOSUI,,"WOODCUT, COLOR",,"14"" X 12""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,253",STARRY NIGHT,KENT,ROCKWELL,WOODCUT,01/01/1933 12:00:00 AM,"14"" X 12""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,255",HEAD,MAHL,CLAIRE,LITHOGRAPH,01/01/1940 12:00:00 AM,"14"" X 12""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,258",HURDY GURDY,MURPHY,M.,ETCHING,01/01/1940 12:00:00 AM,"18"" X 15""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,258",HURDY GURDY,MURPHY,M.,WOODCUT,01/01/1940 12:00:00 AM,"18"" X 15""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,259",FLOWER STUDY,MURPHY,M.,WOODCUT,01/01/1940 12:00:00 AM,"18"" X 15""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,140","MUSTELA MARTES, LINN.'PINE MARTEN./MALEAN FEMALE WINTER PELAGE.",AUDUBON,JOHN,"LITHOGRAPH, COLOR",01/01/1848 12:00:00 AM,,M834,HS FOR ENVIRONMENTAL STUDIES - M,MANHATTAN
"71,260",FISH DAY,MURPHY,M.,WOODCUT,01/01/1940 12:00:00 AM,"14"" X 12""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,260",FISH DAY,MURPHY,M.,LINOLEUM CUT,01/01/1940 12:00:00 AM,"14"" X 12""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,261",WINTER SUN,NOONEY,ANNE,LITHOGRAPH,,"21"" X 18""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,265",JULY 4,PYTLAK,LEONARD,SILKSCREEN,,"20"" X 25""",K490,FORT HAMILTON HS - K,BROOKLYN
"31,319",FREEDOM OF LIBERTY,DE VOE,EDWARD,OIL ON BOARD,01/01/1976 12:00:00 AM,"49 1/2"" X 97 1/2""",Q450,NEWCOMERS HIGH SCHOOL (OLD LIC)-Q,QUEENS
"31,320",FREEDOM FOR ALL,TONEY,ANTHONY,OIL ON BOARD,01/01/1975 12:00:00 AM,"49 1/2"" X 97 1/2""",Q450,NEWCOMERS HIGH SCHOOL (OLD LIC)-Q,QUEENS
"31,315",FREEDOM TO LOVE THE EARTH,FAUSETT,WILLIAM,OIL ON BOARD,01/01/1976 12:00:00 AM,"49 1/2"" X 97 1/2""",Q450,NEWCOMERS HIGH SCHOOL (OLD LIC)-Q,QUEENS
"31,312",FREEDOM FROM WANT,HOOD,WALTER,WATERCOLOR,01/01/1976 12:00:00 AM,"49 1/2"" X 97 1/2""",Q450,NEWCOMERS HIGH SCHOOL (OLD LIC)-Q,QUEENS
"31,308",FREEDOM OF RELIGION,YOUNG,CLIFF(ORD),OIL ON CANVAS,01/01/1976 12:00:00 AM,"49 1/2"" X 97 1/2""",Q450,NEWCOMERS HIGH SCHOOL (OLD LIC)-Q,QUEENS
"31,309",FREEDOM TO INVENT,TOBEY,ALTON,OIL ON BOARD,01/01/1976 12:00:00 AM,"49 1/2"" X 97 1/2""",Q450,NEWCOMERS HIGH SCHOOL (OLD LIC)-Q,QUEENS
"31,318",FREEDOM TO COMPETE,MOORE,FAY,ACRYLIC ON CANVAS,01/01/1976 12:00:00 AM,"49 1/2"" X 97 1/2""",Q450,NEWCOMERS HIGH SCHOOL (OLD LIC)-Q,QUEENS
"71,266",FISHING FOR COINS,RABOY,MAC,WOODCUT,01/01/1940 12:00:00 AM,"15"" X 18""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,268",THE SEVEN AGES OF MAN,RICO,DAN,WOODCUT,01/01/1940 12:00:00 AM,"18"" X 15""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,268",THE SEVEN AGES OF MAN,RICO,DAN,LINOLEUM CUT,01/01/1940 12:00:00 AM,"18"" X 15""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,269",SUBWAY DRILLERS,RICO,DAN,WOODCUT,01/01/1940 12:00:00 AM,"14"" X 12""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,270",ROPES AND LOBSTER POTS,ROGERS,JULIA,"WOODCUT, COLOR",01/01/1940 12:00:00 AM,"18"" X 21""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,272",FLOWERS,SANGER,I.J.,WOODCUT,01/01/1940 12:00:00 AM,"14"" X 12""",K490,FORT HAMILTON HS - K,BROOKLYN
"20,022",UNTITLED,STUDIO-IN-A-SCHOOL,,CERAMIC,08/01/1996 12:00:00 AM,,K181,P.S. 181 - BROOKLYN,BROOKLYN
"11,041",UNTITLED,ZAUSNER,HOLLY,HYDROCAL,01/01/1990 12:00:00 AM,,Q801,OSSS / DSF - QUEENS,QUEENS
"31,083",ARDEN,JOYCE,JEFF,OIL ON CANVAS,01/01/1987 12:00:00 AM,"50"" X 44""",M134,P.S. 134 - MANHATTAN,MANHATTAN
"31,082","""UNTITLED""",PARLOTO,CAROLANA,"PLASTER, PAINTED",01/01/1990 12:00:00 AM,,Q801,OSSS / DSF - QUEENS,QUEENS
"21,341",THE FIRST TREATY OF PEACE MADE BETWEEN...,DEMING,EDWIN,OIL ON CANVAS,01/01/1907 12:00:00 AM,,X400,MORRIS HS - X,BRONX
"21,350",IN MEMORIAM (AFTER CONFLICT COMES PEACE),GORGUET,AUGUSTE,OIL ON CANVAS,01/01/1926 12:00:00 AM,,X400,MORRIS HS - X,BRONX
"71,142","SCIURUS NIGRESCENS, BENNETT/ DUSKY SQUIRREL./MALE/ NATURAL SIZE",AUDUBON,JOHN,"LITHOGRAPH, COLOR",01/01/1848 12:00:00 AM,,M834,HS FOR ENVIRONMENTAL STUDIES - M,MANHATTAN
"17,005",GOUVERNUER MORRIS,ANONYMOUS,,PLASTER CAST,01/01/1903 12:00:00 AM,"35"" X 35""",X400,MORRIS HS - X,BRONX
"71,281",WARD'S ISLAND,TANZER,JULIUS,LITHOGRAPH,01/01/1940 12:00:00 AM,"20"" X 25""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,282",THE MOON AND SIXPENCE,WEBB,ALBERT,ETCHING,01/01/1940 12:00:00 AM,"15"" X 18""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,285",THE CORN CRIB,WEISSBUCH,OSCAR,WOODCUT,01/01/1940 12:00:00 AM,"12"" X 14""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,286",THE SEAL OF PAIN,WITONSKI,TED,ETCHING,01/01/1940 12:00:00 AM,"18"" X 15""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,287",FRUIT VENDOR,XIMINEZ,ALFREDO,ETCHING,01/01/1940 12:00:00 AM,"14"" X 12""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,288",THE ETCHING PRINTER,ZILZER,GYULA,ETCHING,01/01/1937 12:00:00 AM,"21"" X 18""",K490,FORT HAMILTON HS - K,BROOKLYN
"71,229",RAIN  (FROM WPA BOOK OF GRAPHICS ACCESSION # 71228),JACOBI,ELI,LINOLEUM CUT,01/01/1940 12:00:00 AM,N/A,K490,FORT HAMILTON HS - K,BROOKLYN
"71,230",STEVE  (FROM WPA BOOK OF GRAPHICS ACCESSION # 71228),JACOBI,ELI,LINOLEUM CUT,01/01/1940 12:00:00 AM,N/A,K490,FORT HAMILTON HS - K,BROOKLYN
"71,232",THE NEW DEAL - PRO & CON  (FROM BOOK OF WPA GRAPHICS ACCESSION # 71228),JACOBI,ELI,LINOLEUM CUT,01/01/1940 12:00:00 AM,N/A,K490,FORT HAMILTON HS - K,BROOKLYN
"71,233",MAXIE'S MOOSE (FROM BOOK OF WPA GRAPHICS ACCESSION # 71228),JACOBI,ELI,LINOLEUM CUT,01/01/1940 12:00:00 AM,N/A,K490,FORT HAMILTON HS - K,BROOKLYN
"71,234",THE GRAND WINDSOR LOBBY (FROM BOOK OF WPA PRINTS ACCESSION # 71228),JACOBI,ELI,LINOLEUM CUT,01/01/1940 12:00:00 AM,N/A,K490,FORT HAMILTON HS - K,BROOKLYN
"71,235",THE GRAND WINDSOR LOUNGE (FROM BOOK OF WPA PRINTS ACCESSION # 71228),JACOBI,ELI,LINOLEUM CUT,01/01/1940 12:00:00 AM,N/A,K490,FORT HAMILTON HS - K,BROOKLYN
"11,745",YOUR VOICES,ZWEIG,JANET,BRONZE,,,X430,WALTON HS - X,BRONX
"11,745",YOUR VOICES,ZWEIG,JANET,MARBLE,,,X430,WALTON HS - X,BRONX
"11,745",YOUR VOICES,ZWEIG,JANET,WOOD,,,X430,WALTON HS - X,BRONX
"60,016",DRAWING P.S. 340/ A COORDINATED PLANE PATIO,WEXLER,ELLEN AND ALLAN,PRINTED REPRODUCTION,01/01/1999 12:00:00 AM,,X340,P.S. 340 - BRONX,BRONX
"60,016",DRAWING P.S. 340/ A COORDINATED PLANE PATIO,WEXLER,ELLEN AND ALLAN,BRASS,01/01/1999 12:00:00 AM,,X340,P.S. 340 - BRONX,BRONX
"60,016",DRAWING P.S. 340/ A COORDINATED PLANE PATIO,WEXLER,ELLEN AND ALLAN,CONCRETE,01/01/1999 12:00:00 AM,,X340,P.S. 340 - BRONX,BRONX
"71,301",CHESS PLAYERS,LEBOIT,JOSEPH,ETCHING,01/01/1937 12:00:00 AM,"19"" X 23""",K405,MIDWOOD HS - K,BROOKLYN
"71,303",FULTON FISH MARKET,BRANDFIELD,DAYTON,LITHOGRAPH,01/01/1937 12:00:00 AM,"25"" X 21""",K405,MIDWOOD HS - K,BROOKLYN
"71,304",COUNTRY RAILROAD TRACKS,BURKE,DAVID,LITHOGRAPH,01/01/1937 12:00:00 AM,"17"" X 21 1/2""",K405,MIDWOOD HS - K,BROOKLYN
"71,291",THE CREEK,CONSTANT,GEORGE,ETCHING,01/01/1937 12:00:00 AM,"18"" X 24""",K410,ABRAHAM LINCOLN HS - K,BROOKLYN
"21,260",THE EVOLUTION OF WESTERN CIVILIZATION,NEWELL,JAMES,FRESCO,01/01/1938 12:00:00 AM,,X425,EVANDER CHILDS HS - X,BRONX
"20,023",ARIES TROPICALES,NUNEZ,CARLOS,"MOSAIC, CERAMIC",01/01/1999 12:00:00 AM,,X235,P.S./I.S. 218 - BRONX,BRONX
"71,395","""FOREST SCENE""",HARTMAN,ROSELLE,PAPER,,,X435,THEODORE ROOSEVELT HS - X,BRONX
"71,395","""FOREST SCENE""",HARTMAN,ROSELLE,GRAPHITE,,,X435,THEODORE ROOSEVELT HS - X,BRONX
"71,292","ACCIDENT, STREET SCENE",GORELICK,BORIS,LITHOGRAPH,01/01/1937 12:00:00 AM,"18"" X 24""",K410,ABRAHAM LINCOLN HS - K,BROOKLYN
"11,030",PEOPLE IN GEAR,LABLE,ELIOT,STEEL,01/01/1999 12:00:00 AM,,M646,SCL COOP TECH ED (MNH VOC HS) - M,MANHATTAN
"71,293",DOCK SCENE EAST RIVER,GRAEN,B.S.,LITHOGRAPH,01/01/1937 12:00:00 AM,"18"" X 24""",K410,ABRAHAM LINCOLN HS - K,BROOKLYN
"71,394",PLEASE,SHEARER,TEDDY,ETCHING,,AS ABOVE,X440,DEWITT CLINTON HS - X,BRONX
"71,294",SLATE YARD,MANDELMAN,BEATRICE,SILKSCREEN,01/01/1937 12:00:00 AM,"18"" X 24""",K410,ABRAHAM LINCOLN HS - K,BROOKLYN
"71,298","SPAN OF DEPOA BAY, OM",MARGULIES,JOSEPH,ETCHING,01/01/1937 12:00:00 AM,,K410,ABRAHAM LINCOLN HS - K,BROOKLYN
"71,297",IN FOG,MARGULIES,JOSEPH,"ETCHING, COLOR",01/01/1937 12:00:00 AM,"15"" X 19""",K410,ABRAHAM LINCOLN HS - K,BROOKLYN
"71,299",RIVER DRIVE,STEFFEN,BERNARD,"LITHOGRAPH, COLOR",01/01/1937 12:00:00 AM,"24"" X 18""",K410,ABRAHAM LINCOLN HS - K,BROOKLYN
"71,305",POLYCHROME FLORAL DUCK WOOD BLOCK PRINT,DELANEY,JOSEPH,WATERCOLOR,,,Q801,OSSS / DSF - QUEENS,QUEENS
"71,306",SAMPLE SWATCH OF SILK BLOCK PRINTED,LOWRY,MINA,WATERCOLOR,01/01/1937 12:00:00 AM,,Q801,OSSS / DSF - QUEENS,QUEENS
"71,307",(DRESS PRINTED CLOTH) PLATE NYC SS-CO-4-6,ANONYMOUS,,WATERCOLOR,01/01/1937 12:00:00 AM,,Q801,OSSS / DSF - QUEENS,QUEENS
"71,308",EARLY XVIII CENTURY LINEN,WOLFSON,HARRY,WATERCOLOR,,,Q801,OSSS / DSF - QUEENS,QUEENS
"71,290",SABBATH CANDLES,ANONYMOUS,,"WOODCUT, COLOR",,"30"" X 24"" APPROX",K410,ABRAHAM LINCOLN HS - K,BROOKLYN
"71,309",SMALL MOTIF BLOCK PRINT,PIEROTTI,RUGGIERO,WATERCOLOR,01/01/1937 12:00:00 AM,,Q801,OSSS / DSF - QUEENS,QUEENS
"71,310",XVIII CENTURY LINEN OR COTTON,CURTISS,MARIAN,WATERCOLOR,,,Q801,OSSS / DSF - QUEENS,QUEENS
"71,311",SWATCH OF YARD GOOD PRINTED WITH PORTRAIT OF GEORGE WASHINGTON,WOLFSON,HARRY,WATERCOLOR,01/01/1937 12:00:00 AM,,Q801,OSSS / DSF - QUEENS,QUEENS
"71,312",GLAZED AND PRINTED COTTON ABOUT 1850,LOWRY,MINA,WATERCOLOR,,"PAPER : 11 1/2"" X 9 1/4""",Q801,OSSS / DSF - QUEENS,QUEENS
"71,313",EMPIRE GOWN OF 1810,GIBBES,WINIFRED,WATERCOLOR,,,Q460,FLUSHING HS - Q,QUEENS
"71,314",SAMPLE SWATCH OF SILK BLOCK PRINTED,LOWRY,MINA,WATERCOLOR,,"PAPER : 11 1/2"" X 9 1/2""",Q460,FLUSHING HS - Q,QUEENS
"71,314",SAMPLE SWATCH OF SILK BLOCK PRINTED,LOWRY,MINA,INK ON PAPER,,"PAPER : 11 1/2"" X 9 1/2""",Q460,FLUSHING HS - Q,QUEENS
"71,316","PRINTED COTTON, PROBABLY BEFORE MIDDLE OF XIX CENTURY",PIEROTTI,RUGGIERO,WATERCOLOR,01/01/1937 12:00:00 AM,"PAPER : 11 1/2"" X 9""",Q460,FLUSHING HS - Q,QUEENS
"71,317",HEAVY CORN COLORED SILK DRESS OF 1780 -1790,MALDARELLI,LOUIS,GRAPHITE,01/01/1937 12:00:00 AM,,Q460,FLUSHING HS - Q,QUEENS
"71,317",HEAVY CORN COLORED SILK DRESS OF 1780 -1790,MALDARELLI,LOUIS,WATERCOLOR,01/01/1937 12:00:00 AM,,Q460,FLUSHING HS - Q,QUEENS
"71,318",DRESS OF 1834 - 40,GERHARDT,DOROTHY,GRAPHITE,,,Q460,FLUSHING HS - Q,QUEENS
"71,318",DRESS OF 1834 - 40,GERHARDT,DOROTHY,WATERCOLOR,,,Q460,FLUSHING HS - Q,QUEENS
"71,319",IVORY SATIN WEDDING DRESS OF 1866,GIBBES,WINIFRED,GRAPHITE,01/01/1937 12:00:00 AM,,Q460,FLUSHING HS - Q,QUEENS
"71,319",IVORY SATIN WEDDING DRESS OF 1866,GIBBES,WINIFRED,WATERCOLOR,01/01/1937 12:00:00 AM,,Q460,FLUSHING HS - Q,QUEENS
"71,320",PRINTED COTTON DRESS OF ABOUT 1845,ANONYMOUS,,GRAPHITE,01/01/1937 12:00:00 AM,,Q460,FLUSHING HS - Q,QUEENS
"71,320",PRINTED COTTON DRESS OF ABOUT 1845,ANONYMOUS,,WATERCOLOR,01/01/1937 12:00:00 AM,,Q460,FLUSHING HS - Q,QUEENS
"71,321",DRESS OF THE FIRST HALF OF THE EIGHTEENTH CENTURY,CONCHA,MARGARET,GRAPHITE,,,Q460,FLUSHING HS - Q,QUEENS
"71,321",DRESS OF THE FIRST HALF OF THE EIGHTEENTH CENTURY,CONCHA,MARGARET,WATERCOLOR,,,Q460,FLUSHING HS - Q,QUEENS
"71,322",LATE 18TH CENTURY GOWN OF BLUE SATIN,PESZEL,JEAN,GRAPHITE,01/01/1936 12:00:00 AM,,Q460,FLUSHING HS - Q,QUEENS
"71,322",LATE 18TH CENTURY GOWN OF BLUE SATIN,PESZEL,JEAN,WATERCOLOR,01/01/1936 12:00:00 AM,,Q460,FLUSHING HS - Q,QUEENS
"71,323",DRESS OF CIRCA  1760,BENGE,JESSIE,WATERCOLOR,,,Q460,FLUSHING HS - Q,QUEENS
"71,300",MIDTOWN TUNNEL CONSTRUCTION,WAHL,THEODORE,LITHOGRAPH,01/01/1936 12:00:00 AM,"16"" X 20""",K410,ABRAHAM LINCOLN HS - K,BROOKLYN
"11,042",CELEBRATION (RICHARD ROTHENBERG MEMORIAL),SEGALL-MARX,MADELINE,STEEL,01/01/1999 12:00:00 AM,,M477,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN
"11,042",CELEBRATION (RICHARD ROTHENBERG MEMORIAL),SEGALL-MARX,MADELINE,COPPER,01/01/1999 12:00:00 AM,,M477,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN
"11,042",CELEBRATION (RICHARD ROTHENBERG MEMORIAL),SEGALL-MARX,MADELINE,STONE,01/01/1999 12:00:00 AM,,M477,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN
"11,042",CELEBRATION (RICHARD ROTHENBERG MEMORIAL),SEGALL-MARX,MADELINE,GLASS,01/01/1999 12:00:00 AM,,M477,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN
"11,042",CELEBRATION (RICHARD ROTHENBERG MEMORIAL),SEGALL-MARX,MADELINE,WOOD,01/01/1999 12:00:00 AM,,M477,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN
"11,042",CELEBRATION (RICHARD ROTHENBERG MEMORIAL),SEGALL-MARX,MADELINE,PAPER,01/01/1999 12:00:00 AM,,M477,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN
"11,042",CELEBRATION (RICHARD ROTHENBERG MEMORIAL),SEGALL-MARX,MADELINE,BRASS,01/01/1999 12:00:00 AM,,M477,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN
"11,042",CELEBRATION (RICHARD ROTHENBERG MEMORIAL),SEGALL-MARX,MADELINE,MARBLE,01/01/1999 12:00:00 AM,,M477,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN
"11,042",CELEBRATION (RICHARD ROTHENBERG MEMORIAL),SEGALL-MARX,MADELINE,ALUMINUM,01/01/1999 12:00:00 AM,,M477,STUYVESANT HS (NEW) - MANHATTAN,MANHATTAN
"20,030","THE SPIRIT OF MIND, BODY AND HEALTH",WEEMS,CARRIE,"MOSAIC, GLASS",,,X430,WALTON HS - X,BRONX
"20,030","THE SPIRIT OF MIND, BODY AND HEALTH",WEEMS,CARRIE,PLYWOOD,,,X430,WALTON HS - X,BRONX
"71,228",UNTITLED - HAND BOUND BOOK OF PRINTS,ROMANO,BEATRICE,PAPER,01/01/1940 12:00:00 AM,,K490,FORT HAMILTON HS - K,BROOKLYN
